n_agents,movement_saturation,relative_leader_influence,conversion_rate,run_id,aggregation_method,signal_representation
50,10,50,0.044444444444444446,3,product,binary
50,10,50,0.022222222222222223,4,product,binary
50,10,50,0.06666666666666667,5,product,binary
50,10,50,0.044444444444444446,6,product,binary
50,10,50,0.022222222222222223,7,product,binary
50,10,50,0.06666666666666667,8,product,binary
50,10,50,0.06666666666666667,9,product,binary
50,10,50,0.06666666666666667,10,product,binary
50,15,50,0.19047619047619047,1,product,binary
50,15,50,0.09523809523809523,2,product,binary
50,15,50,0.047619047619047616,3,product,binary
50,15,50,0.023809523809523808,4,product,binary
50,15,50,0.047619047619047616,5,product,binary
50,15,50,0.023809523809523808,6,product,binary
50,15,50,0.07142857142857142,7,product,binary
50,15,50,0.07142857142857142,8,product,binary
50,15,50,0.11904761904761904,9,product,binary
50,15,50,0.047619047619047616,10,product,binary
50,20,50,0.075,1,product,binary
50,20,50,0.15,2,product,binary
50,20,50,0.075,3,product,binary
50,20,50,0.075,4,product,binary
50,20,50,0.125,5,product,binary
50,20,50,0.05,6,product,binary
50,20,50,0.175,7,product,binary
50,20,50,0.1,8,product,binary
50,20,50,0.1,9,product,binary
50,20,50,0.05,10,product,binary
50,25,50,0.05405405405405406,1,product,binary
50,25,50,0.05405405405405406,2,product,binary
50,25,50,0.08108108108108109,3,product,binary
50,25,50,0,4,product,binary
50,25,50,0.13513513513513514,5,product,binary
50,25,50,0.02702702702702703,6,product,binary
50,25,50,0.08108108108108109,7,product,binary
50,25,50,0,8,product,binary
50,25,50,0.10810810810810811,9,product,binary
50,25,50,0.08108108108108109,10,product,binary
50,30,50,0.2,1,product,binary
50,30,50,0.02857142857142857,2,product,binary
50,30,50,0.22857142857142856,3,product,binary
50,30,50,0.11428571428571428,4,product,binary
50,30,50,0.11428571428571428,5,product,binary
50,30,50,0.05714285714285714,6,product,binary
50,30,50,0.08571428571428572,7,product,binary
50,30,50,0.11428571428571428,8,product,binary
50,30,50,0.08571428571428572,9,product,binary
50,30,50,0.17142857142857143,10,product,binary
50,35,50,0.09375,1,product,binary
50,35,50,0.09375,2,product,binary
50,35,50,0.125,3,product,binary
50,35,50,0.125,4,product,binary
50,35,50,0.15625,5,product,binary
50,35,50,0.09375,6,product,binary
50,35,50,0.09375,7,product,binary
50,35,50,0.15625,8,product,binary
50,35,50,0.125,9,product,binary
50,35,50,0.09375,10,product,binary
50,40,50,0.1,1,product,binary
50,40,50,0.1,2,product,binary
50,40,50,0.06666666666666667,3,product,binary
50,40,50,0.1,4,product,binary
50,40,50,0.16666666666666666,5,product,binary
50,40,50,0.16666666666666666,6,product,binary
50,40,50,0.3,7,product,binary
50,40,50,0.23333333333333334,8,product,binary
50,40,50,0.1,9,product,binary
50,40,50,0.13333333333333333,10,product,binary
50,45,50,0.037037037037037035,1,product,binary
50,45,50,0.2222222222222222,2,product,binary
50,45,50,0.1111111111111111,3,product,binary
50,45,50,0.07407407407407407,4,product,binary
50,45,50,0.2962962962962963,5,product,binary
50,45,50,0.25925925925925924,6,product,binary
50,45,50,0.07407407407407407,7,product,binary
50,45,50,0.14814814814814814,8,product,binary
50,45,50,0.1111111111111111,9,product,binary
50,45,50,0.07407407407407407,10,product,binary
50,50,50,0.08,1,product,binary
50,50,50,0.08,2,product,binary
50,50,50,0.2,3,product,binary
50,50,50,0.16,4,product,binary
50,50,50,0.12,5,product,binary
50,50,50,0.16,6,product,binary
50,50,50,0.24,7,product,binary
50,50,50,0.32,8,product,binary
50,50,50,0.16,9,product,binary
50,50,50,0.24,10,product,binary
50,55,50,0.09090909090909091,1,product,binary
50,55,50,0.4090909090909091,2,product,binary
50,55,50,0.2727272727272727,3,product,binary
50,55,50,0.09090909090909091,4,product,binary
50,55,50,0.09090909090909091,5,product,binary
50,55,50,0.13636363636363635,6,product,binary
50,55,50,0.09090909090909091,7,product,binary
50,55,50,0.2727272727272727,8,product,binary
50,55,50,0.18181818181818182,9,product,binary
50,55,50,0.22727272727272727,10,product,binary
50,60,50,0,1,product,binary
50,60,50,0.05,2,product,binary
50,60,50,0.35,3,product,binary
50,60,50,0.2,4,product,binary
50,60,50,0.25,5,product,binary
50,60,50,0.1,6,product,binary
50,60,50,0.1,7,product,binary
50,60,50,0.15,8,product,binary
50,60,50,0.2,9,product,binary
50,60,50,0.3,10,product,binary
50,65,50,0.11764705882352941,1,product,binary
50,65,50,0.29411764705882354,2,product,binary
50,65,50,0.29411764705882354,3,product,binary
50,65,50,0.5294117647058824,4,product,binary
50,65,50,0.23529411764705882,5,product,binary
50,65,50,0.23529411764705882,6,product,binary
50,65,50,0.11764705882352941,7,product,binary
50,65,50,0.23529411764705882,8,product,binary
50,65,50,0.058823529411764705,9,product,binary
50,65,50,0.058823529411764705,10,product,binary
50,70,50,0.4,1,product,binary
50,70,50,0.4,2,product,binary
50,70,50,0.4,3,product,binary
50,70,50,0.26666666666666666,4,product,binary
50,70,50,0.13333333333333333,5,product,binary
50,70,50,0.4666666666666667,6,product,binary
50,70,50,0.3333333333333333,7,product,binary
50,70,50,0.06666666666666667,8,product,binary
50,70,50,0.13333333333333333,9,product,binary
50,70,50,0.13333333333333333,10,product,binary
50,75,50,0.16666666666666666,1,product,binary
50,75,50,0.3333333333333333,2,product,binary
50,75,50,0.16666666666666666,3,product,binary
50,75,50,0.4166666666666667,4,product,binary
50,75,50,0.16666666666666666,5,product,binary
50,75,50,0.3333333333333333,6,product,binary
50,75,50,0.4166666666666667,7,product,binary
50,75,50,0.16666666666666666,8,product,binary
50,75,50,0.3333333333333333,9,product,binary
50,75,50,0.16666666666666666,10,product,binary
50,80,50,0.2,1,product,binary
50,80,50,0.1,2,product,binary
50,80,50,0.3,3,product,binary
50,80,50,0.2,4,product,binary
50,80,50,0,5,product,binary
50,80,50,0.1,6,product,binary
50,80,50,0.1,7,product,binary
50,80,50,0,8,product,binary
50,80,50,0.5,9,product,binary
50,80,50,0.4,10,product,binary
50,85,50,0.2857142857142857,1,product,binary
50,85,50,0.2857142857142857,2,product,binary
50,85,50,0.14285714285714285,3,product,binary
50,85,50,0.2857142857142857,4,product,binary
50,85,50,0.2857142857142857,5,product,binary
50,85,50,0.14285714285714285,6,product,binary
50,85,50,0.14285714285714285,7,product,binary
50,85,50,0.14285714285714285,8,product,binary
50,85,50,0,9,product,binary
50,85,50,0.14285714285714285,10,product,binary
50,90,50,0.2,1,product,binary
50,90,50,0,2,product,binary
50,90,50,0.4,3,product,binary
50,90,50,0.2,4,product,binary
50,90,50,0.2,5,product,binary
50,90,50,0.2,6,product,binary
50,90,50,0.2,7,product,binary
50,90,50,0,8,product,binary
50,90,50,0.6,9,product,binary
50,90,50,0.2,10,product,binary
50,95,50,0.5,1,product,binary
50,95,50,0,2,product,binary
50,95,50,0,3,product,binary
50,95,50,0.5,4,product,binary
50,95,50,0.5,5,product,binary
50,95,50,0,6,product,binary
50,95,50,0,7,product,binary
50,95,50,0.5,8,product,binary
50,95,50,0,9,product,binary
50,95,50,0,10,product,binary
100,5,50,0.4842105263157895,1,sum-linear,binary
100,5,50,0.5263157894736842,2,sum-linear,binary
100,5,50,0.37894736842105264,3,sum-linear,binary
100,5,50,0.5052631578947369,4,sum-linear,binary
100,5,50,0.5052631578947369,5,sum-linear,binary
100,5,50,0.49473684210526314,6,sum-linear,binary
100,5,50,0.37894736842105264,7,sum-linear,binary
100,5,50,0.45263157894736844,8,sum-linear,binary
100,5,50,0.5578947368421052,9,sum-linear,binary
100,5,50,0.5052631578947369,10,sum-linear,binary
100,10,50,0.37777777777777777,1,sum-linear,binary
100,10,50,0.4666666666666667,2,sum-linear,binary
100,10,50,0.4222222222222222,3,sum-linear,binary
100,10,50,0.5111111111111111,4,sum-linear,binary
100,10,50,0.34444444444444444,5,sum-linear,binary
100,10,50,0.5111111111111111,6,sum-linear,binary
100,10,50,0.35555555555555557,7,sum-linear,binary
100,10,50,0.45555555555555555,8,sum-linear,binary
100,10,50,0.5555555555555556,9,sum-linear,binary
100,10,50,0.36666666666666664,10,sum-linear,binary
100,15,50,0.38823529411764707,1,sum-linear,binary
100,15,50,0.47058823529411764,2,sum-linear,binary
100,15,50,0.5294117647058824,3,sum-linear,binary
100,15,50,0.5882352941176471,4,sum-linear,binary
100,15,50,0.49411764705882355,5,sum-linear,binary
100,15,50,0.47058823529411764,6,sum-linear,binary
100,15,50,0.4117647058823529,7,sum-linear,binary
100,15,50,0.47058823529411764,8,sum-linear,binary
100,15,50,0.47058823529411764,9,sum-linear,binary
100,15,50,0.4588235294117647,10,sum-linear,binary
100,20,50,0.425,1,sum-linear,binary
100,20,50,0.45,2,sum-linear,binary
100,20,50,0.4875,3,sum-linear,binary
100,20,50,0.4,4,sum-linear,binary
100,20,50,0.5375,5,sum-linear,binary
100,20,50,0.5125,6,sum-linear,binary
100,20,50,0.575,7,sum-linear,binary
100,20,50,0.375,8,sum-linear,binary
100,20,50,0.5375,9,sum-linear,binary
100,20,50,0.475,10,sum-linear,binary
100,25,50,0.4533333333333333,1,sum-linear,binary
100,25,50,0.5733333333333334,2,sum-linear,binary
100,25,50,0.6133333333333333,3,sum-linear,binary
100,25,50,0.5866666666666667,4,sum-linear,binary
100,25,50,0.44,5,sum-linear,binary
100,25,50,0.49333333333333335,6,sum-linear,binary
100,25,50,0.4,7,sum-linear,binary
100,25,50,0.48,8,sum-linear,binary
100,25,50,0.4533333333333333,9,sum-linear,binary
100,25,50,0.37333333333333335,10,sum-linear,binary
100,30,50,0.4857142857142857,1,sum-linear,binary
100,30,50,0.5857142857142857,2,sum-linear,binary
100,30,50,0.5571428571428572,3,sum-linear,binary
100,30,50,0.6,4,sum-linear,binary
100,30,50,0.4857142857142857,5,sum-linear,binary
100,30,50,0.5285714285714286,6,sum-linear,binary
100,30,50,0.4714285714285714,7,sum-linear,binary
100,30,50,0.5714285714285714,8,sum-linear,binary
100,30,50,0.45714285714285713,9,sum-linear,binary
100,30,50,0.4,10,sum-linear,binary
100,35,50,0.7846153846153846,1,sum-linear,binary
100,35,50,0.49230769230769234,2,sum-linear,binary
100,35,50,0.5692307692307692,3,sum-linear,binary
100,35,50,0.5076923076923077,4,sum-linear,binary
100,35,50,0.4461538461538462,5,sum-linear,binary
100,35,50,0.6153846153846154,6,sum-linear,binary
100,35,50,0.38461538461538464,7,sum-linear,binary
100,35,50,0.5384615384615384,8,sum-linear,binary
100,35,50,0.4461538461538462,9,sum-linear,binary
100,35,50,0.6,10,sum-linear,binary
100,40,50,0.4166666666666667,1,sum-linear,binary
100,40,50,0.5,2,sum-linear,binary
100,40,50,0.5666666666666667,3,sum-linear,binary
100,40,50,0.5,4,sum-linear,binary
100,40,50,0.48333333333333334,5,sum-linear,binary
100,40,50,0.5666666666666667,6,sum-linear,binary
100,40,50,0.5166666666666667,7,sum-linear,binary
100,40,50,0.5,8,sum-linear,binary
100,40,50,0.4666666666666667,9,sum-linear,binary
100,40,50,0.5166666666666667,10,sum-linear,binary
100,45,50,0.34545454545454546,1,sum-linear,binary
100,45,50,0.4909090909090909,2,sum-linear,binary
100,45,50,0.5636363636363636,3,sum-linear,binary
100,45,50,0.4909090909090909,4,sum-linear,binary
100,45,50,0.4909090909090909,5,sum-linear,binary
100,45,50,0.6181818181818182,6,sum-linear,binary
100,45,50,0.4727272727272727,7,sum-linear,binary
100,45,50,0.45454545454545453,8,sum-linear,binary
100,45,50,0.4727272727272727,9,sum-linear,binary
100,45,50,0.5818181818181818,10,sum-linear,binary
100,50,50,0.58,1,sum-linear,binary
100,50,50,0.52,2,sum-linear,binary
100,50,50,0.5,3,sum-linear,binary
100,50,50,0.54,4,sum-linear,binary
100,50,50,0.58,5,sum-linear,binary
100,50,50,0.46,6,sum-linear,binary
100,50,50,0.5,7,sum-linear,binary
100,50,50,0.5,8,sum-linear,binary
100,50,50,0.56,9,sum-linear,binary
100,50,50,0.56,10,sum-linear,binary
100,55,50,0.6222222222222222,1,sum-linear,binary
100,55,50,0.4666666666666667,2,sum-linear,binary
100,55,50,0.6888888888888889,3,sum-linear,binary
100,55,50,0.4666666666666667,4,sum-linear,binary
100,55,50,0.4222222222222222,5,sum-linear,binary
100,55,50,0.4222222222222222,6,sum-linear,binary
100,55,50,0.4444444444444444,7,sum-linear,binary
100,55,50,0.5555555555555556,8,sum-linear,binary
100,55,50,0.4444444444444444,9,sum-linear,binary
100,55,50,0.4666666666666667,10,sum-linear,binary
100,60,50,0.55,1,sum-linear,binary
100,60,50,0.55,2,sum-linear,binary
100,60,50,0.55,3,sum-linear,binary
100,60,50,0.6,4,sum-linear,binary
100,60,50,0.475,5,sum-linear,binary
100,60,50,0.65,6,sum-linear,binary
100,60,50,0.65,7,sum-linear,binary
100,60,50,0.55,8,sum-linear,binary
100,60,50,0.6,9,sum-linear,binary
100,60,50,0.75,10,sum-linear,binary
100,65,50,0.5714285714285714,1,sum-linear,binary
100,65,50,0.42857142857142855,2,sum-linear,binary
100,65,50,0.5714285714285714,3,sum-linear,binary
100,65,50,0.4857142857142857,4,sum-linear,binary
100,65,50,0.7714285714285715,5,sum-linear,binary
100,65,50,0.45714285714285713,6,sum-linear,binary
100,65,50,0.6857142857142857,7,sum-linear,binary
100,65,50,0.6,8,sum-linear,binary
100,65,50,0.5142857142857142,9,sum-linear,binary
100,65,50,0.6,10,sum-linear,binary
100,70,50,0.5,1,sum-linear,binary
100,70,50,0.6333333333333333,2,sum-linear,binary
100,70,50,0.6,3,sum-linear,binary
100,70,50,0.5666666666666667,4,sum-linear,binary
100,70,50,0.6666666666666666,5,sum-linear,binary
100,70,50,0.5333333333333333,6,sum-linear,binary
100,70,50,0.7,7,sum-linear,binary
100,70,50,0.43333333333333335,8,sum-linear,binary
100,70,50,0.7,9,sum-linear,binary
100,70,50,0.5666666666666667,10,sum-linear,binary
100,75,50,0.4,1,sum-linear,binary
100,75,50,0.64,2,sum-linear,binary
100,75,50,0.64,3,sum-linear,binary
100,75,50,0.48,4,sum-linear,binary
100,75,50,0.4,5,sum-linear,binary
100,75,50,0.56,6,sum-linear,binary
100,75,50,0.64,7,sum-linear,binary
100,75,50,0.52,8,sum-linear,binary
100,75,50,0.6,9,sum-linear,binary
100,75,50,0.68,10,sum-linear,binary
100,80,50,0.6,1,sum-linear,binary
100,80,50,0.65,2,sum-linear,binary
100,80,50,0.55,3,sum-linear,binary
100,80,50,0.7,4,sum-linear,binary
100,80,50,0.7,5,sum-linear,binary
100,80,50,0.7,6,sum-linear,binary
100,80,50,0.6,7,sum-linear,binary
100,80,50,0.8,8,sum-linear,binary
100,80,50,0.45,9,sum-linear,binary
100,80,50,0.7,10,sum-linear,binary
100,85,50,0.6,1,sum-linear,binary
100,85,50,0.6,2,sum-linear,binary
100,85,50,0.7333333333333333,3,sum-linear,binary
100,85,50,0.4,4,sum-linear,binary
100,85,50,0.8,5,sum-linear,binary
100,85,50,0.4666666666666667,6,sum-linear,binary
100,85,50,0.4666666666666667,7,sum-linear,binary
100,85,50,0.5333333333333333,8,sum-linear,binary
100,85,50,0.4666666666666667,9,sum-linear,binary
100,85,50,0.6666666666666666,10,sum-linear,binary
100,90,50,0.6,1,sum-linear,binary
100,90,50,0.6,2,sum-linear,binary
100,90,50,0.4,3,sum-linear,binary
100,90,50,0.8,4,sum-linear,binary
100,90,50,0.7,5,sum-linear,binary
100,90,50,0.8,6,sum-linear,binary
100,90,50,0.8,7,sum-linear,binary
100,90,50,0.7,8,sum-linear,binary
100,90,50,0.6,9,sum-linear,binary
100,90,50,0.6,10,sum-linear,binary
100,95,50,0.8,1,sum-linear,binary
100,95,50,0.8,2,sum-linear,binary
100,95,50,1,3,sum-linear,binary
100,95,50,0.6,4,sum-linear,binary
100,95,50,0.8,5,sum-linear,binary
100,95,50,0.4,6,sum-linear,binary
100,95,50,0.4,7,sum-linear,binary
100,95,50,0.6,8,sum-linear,binary
100,95,50,0.4,9,sum-linear,binary
100,95,50,0.6,10,sum-linear,binary
100,5,50,0.021052631578947368,1,product,binary
100,5,50,0.042105263157894736,2,product,binary
100,5,50,0.021052631578947368,3,product,binary
100,5,50,0.021052631578947368,4,product,binary
100,5,50,0.021052631578947368,5,product,binary
100,5,50,0.010526315789473684,6,product,binary
100,5,50,0.010526315789473684,7,product,binary
100,5,50,0.021052631578947368,8,product,binary
100,5,50,0.010526315789473684,9,product,binary
100,5,50,0.010526315789473684,10,product,binary
100,10,50,0.07777777777777778,1,product,binary
100,10,50,0.022222222222222223,2,product,binary
100,10,50,0.022222222222222223,3,product,binary
100,10,50,0.05555555555555555,4,product,binary
100,10,50,0.022222222222222223,5,product,binary
100,10,50,0.05555555555555555,6,product,binary
100,10,50,0.011111111111111112,7,product,binary
100,10,50,0.022222222222222223,8,product,binary
100,10,50,0.05555555555555555,9,product,binary
100,10,50,0.011111111111111112,10,product,binary
100,15,50,0.058823529411764705,1,product,binary
100,15,50,0.011764705882352941,2,product,binary
100,15,50,0.023529411764705882,3,product,binary
100,15,50,0.023529411764705882,4,product,binary
100,15,50,0.03529411764705882,5,product,binary
100,15,50,0.023529411764705882,6,product,binary
100,15,50,0.058823529411764705,7,product,binary
100,15,50,0.09411764705882353,8,product,binary
100,15,50,0.10588235294117647,9,product,binary
100,15,50,0.03529411764705882,10,product,binary
100,20,50,0.1,1,product,binary
100,20,50,0.1,2,product,binary
100,20,50,0.025,3,product,binary
100,20,50,0.075,4,product,binary
100,20,50,0.05,5,product,binary
100,20,50,0.125,6,product,binary
100,20,50,0.0625,7,product,binary
100,20,50,0.125,8,product,binary
100,20,50,0.0625,9,product,binary
100,20,50,0.0875,10,product,binary
100,25,50,0.13333333333333333,1,product,binary
100,25,50,0.08,2,product,binary
100,25,50,0.16,3,product,binary
100,25,50,0.14666666666666667,4,product,binary
100,25,50,0.06666666666666667,5,product,binary
100,25,50,0.10666666666666667,6,product,binary
100,25,50,0.09333333333333334,7,product,binary
100,25,50,0.17333333333333334,8,product,binary
100,25,50,0.08,9,product,binary
100,25,50,0.05333333333333334,10,product,binary
100,30,50,0.05714285714285714,1,product,binary
100,30,50,0.14285714285714285,2,product,binary
100,30,50,0.15714285714285714,3,product,binary
100,30,50,0.17142857142857143,4,product,binary
100,30,50,0.07142857142857142,5,product,binary
100,30,50,0.08571428571428572,6,product,binary
100,30,50,0.12857142857142856,7,product,binary
100,30,50,0.11428571428571428,8,product,binary
100,30,50,0.11428571428571428,9,product,binary
100,30,50,0.1,10,product,binary
100,35,50,0.26153846153846155,1,product,binary
100,35,50,0.09230769230769231,2,product,binary
100,35,50,0.1076923076923077,3,product,binary
100,35,50,0.16923076923076924,4,product,binary
100,35,50,0.12307692307692308,5,product,binary
100,35,50,0.09230769230769231,6,product,binary
100,35,50,0.09230769230769231,7,product,binary
100,35,50,0.09230769230769231,8,product,binary
100,35,50,0.07692307692307693,9,product,binary
100,35,50,0.16923076923076924,10,product,binary
100,40,50,0.06666666666666667,1,product,binary
100,40,50,0.15,2,product,binary
100,40,50,0.23333333333333334,3,product,binary
100,40,50,0.18333333333333332,4,product,binary
100,40,50,0.11666666666666667,5,product,binary
100,40,50,0.08333333333333333,6,product,binary
100,40,50,0.11666666666666667,7,product,binary
100,40,50,0.18333333333333332,8,product,binary
100,40,50,0.26666666666666666,9,product,binary
100,40,50,0.16666666666666666,10,product,binary
100,45,50,0.09090909090909091,1,product,binary
100,45,50,0.2909090909090909,2,product,binary
100,45,50,0.09090909090909091,3,product,binary
100,45,50,0.2545454545454545,4,product,binary
100,45,50,0.14545454545454545,5,product,binary
100,45,50,0.12727272727272726,6,product,binary
100,45,50,0.16363636363636364,7,product,binary
100,45,50,0.16363636363636364,8,product,binary
100,45,50,0.10909090909090909,9,product,binary
100,45,50,0.2,10,product,binary
100,50,50,0.18,1,product,binary
100,50,50,0.2,2,product,binary
100,50,50,0.16,3,product,binary
100,50,50,0.14,4,product,binary
100,50,50,0.38,5,product,binary
100,50,50,0.16,6,product,binary
100,50,50,0.18,7,product,binary
100,50,50,0.14,8,product,binary
100,50,50,0.12,9,product,binary
100,50,50,0.32,10,product,binary
100,55,50,0.13333333333333333,1,product,binary
100,55,50,0.1111111111111111,2,product,binary
100,55,50,0.28888888888888886,3,product,binary
100,55,50,0.17777777777777778,4,product,binary
100,55,50,0.28888888888888886,5,product,binary
100,55,50,0.08888888888888889,6,product,binary
100,55,50,0.06666666666666667,7,product,binary
100,55,50,0.28888888888888886,8,product,binary
100,55,50,0.044444444444444446,9,product,binary
100,55,50,0.13333333333333333,10,product,binary
100,60,50,0.25,1,product,binary
100,60,50,0.2,2,product,binary
100,60,50,0.25,3,product,binary
100,60,50,0.2,4,product,binary
100,60,50,0.15,5,product,binary
100,60,50,0.125,6,product,binary
100,60,50,0.125,7,product,binary
100,60,50,0.2,8,product,binary
100,60,50,0.275,9,product,binary
100,60,50,0.175,10,product,binary
100,65,50,0.11428571428571428,1,product,binary
100,65,50,0.2857142857142857,2,product,binary
100,65,50,0.37142857142857144,3,product,binary
100,65,50,0.2571428571428571,4,product,binary
100,65,50,0.08571428571428572,5,product,binary
100,65,50,0.2857142857142857,6,product,binary
100,65,50,0.14285714285714285,7,product,binary
100,65,50,0.11428571428571428,8,product,binary
100,65,50,0.05714285714285714,9,product,binary
100,65,50,0.17142857142857143,10,product,binary
100,70,50,0.23333333333333334,1,product,binary
100,70,50,0.1,2,product,binary
100,70,50,0.2,3,product,binary
100,70,50,0.1,4,product,binary
100,70,50,0.2,5,product,binary
100,70,50,0.23333333333333334,6,product,binary
100,70,50,0.13333333333333333,7,product,binary
100,70,50,0.1,8,product,binary
100,70,50,0.13333333333333333,9,product,binary
100,70,50,0.2,10,product,binary
100,75,50,0.2,1,product,binary
100,75,50,0.32,2,product,binary
100,75,50,0.24,3,product,binary
100,75,50,0.2,4,product,binary
100,75,50,0.04,5,product,binary
100,75,50,0.24,6,product,binary
100,75,50,0.08,7,product,binary
100,75,50,0.2,8,product,binary
100,75,50,0.16,9,product,binary
100,75,50,0.44,10,product,binary
100,80,50,0.1,1,product,binary
100,80,50,0.1,2,product,binary
100,80,50,0.4,3,product,binary
100,80,50,0.15,4,product,binary
100,80,50,0.45,5,product,binary
100,80,50,0.4,6,product,binary
100,80,50,0.05,7,product,binary
100,80,50,0.15,8,product,binary
100,80,50,0.15,9,product,binary
100,80,50,0.15,10,product,binary
100,85,50,0.2,1,product,binary
100,85,50,0,2,product,binary
100,85,50,0.26666666666666666,3,product,binary
100,85,50,0.4666666666666667,4,product,binary
100,85,50,0.06666666666666667,5,product,binary
100,85,50,0.2,6,product,binary
100,85,50,0.13333333333333333,7,product,binary
100,85,50,0.06666666666666667,8,product,binary
100,85,50,0.4,9,product,binary
100,85,50,0.2,10,product,binary
100,90,50,0.4,1,product,binary
100,90,50,0.1,2,product,binary
100,90,50,0.2,3,product,binary
100,90,50,0.4,4,product,binary
100,90,50,0.2,5,product,binary
100,90,50,0.5,6,product,binary
100,90,50,0.1,7,product,binary
100,90,50,0.1,8,product,binary
100,90,50,0.3,9,product,binary
100,90,50,0.1,10,product,binary
100,95,50,0.2,1,product,binary
100,95,50,0.2,2,product,binary
100,95,50,0,3,product,binary
100,95,50,0,4,product,binary
100,95,50,0,5,product,binary
100,95,50,0.2,6,product,binary
100,95,50,0.2,7,product,binary
100,95,50,0.2,8,product,binary
100,95,50,0.2,9,product,binary
100,95,50,0.4,10,product,binary
250,5,50,0.37130801687763715,1,sum-linear,binary
250,5,50,0.5316455696202531,2,sum-linear,binary
250,5,50,0.37130801687763715,3,sum-linear,binary
250,5,50,0.4050632911392405,4,sum-linear,binary
250,5,50,0.379746835443038,5,sum-linear,binary
250,5,50,0.4219409282700422,6,sum-linear,binary
250,5,50,0.39662447257383965,7,sum-linear,binary
250,5,50,0.45147679324894513,8,sum-linear,binary
250,5,50,0.4388185654008439,9,sum-linear,binary
250,5,50,0.3755274261603376,10,sum-linear,binary
250,10,50,0.4533333333333333,1,sum-linear,binary
250,10,50,0.3377777777777778,2,sum-linear,binary
250,10,50,0.43555555555555553,3,sum-linear,binary
250,10,50,0.5111111111111111,4,sum-linear,binary
250,10,50,0.4444444444444444,5,sum-linear,binary
250,10,50,0.5955555555555555,6,sum-linear,binary
250,10,50,0.39555555555555555,7,sum-linear,binary
250,10,50,0.40444444444444444,8,sum-linear,binary
250,10,50,0.48,9,sum-linear,binary
250,10,50,0.38222222222222224,10,sum-linear,binary
250,15,50,0.46226415094339623,1,sum-linear,binary
